words_pos,words_neg,words_uncertain,words_complex,chars,words,fog,flesch,difficult_words,smog,nums,tables,imgsize,year,start,end,Sustainability_Page_Count,company,country,auditor,SASB_industry
1221,912,732,168,614493,92745,2936.41,1618.52,23008,2679.2,5126,133,0.0014323904634544,297528,19845.0,41307.0,147,Unibail-Rodamco-Westfield (URW),France,KPMG & Deloitte,Real Estate
476,500,325,39,329454,53049,1437.95,2000.23,12108,1359.2,3206,136,3.7438711731321623,170016,5292.0,12264.0,84,Thermador Groupe,France,KPMG,Multiline and Specialty Retailers & Distributors
460,637,839,273,406020,66303,3456.04,-2767.1,13225,1948.8,3600,112,0.0050370969224249,220616,6213.0,17985.0,109,HSBC Continental Europe,France,PwC,Commercial Banks
1238,867,759,168,610044,89889,3617.3,263.13,23761,3208.6,4384,44,1.608025072567648,333960,10230.0,37290.0,165,Dassault Systèmes,France,PwC,Software & IT Services
758,1110,666,159,493699,74069,2569.35,2220.48,19601,2576.1,2950,146,1.5809693381428795,285384,24111.0,43851.0,141,Michelin,France,Deloitte & PwC,Auto Parts
1955,3206,1944,306,1213316,184124,7507.37,4403.35,45959,6138.9,8214,431,6.73351862390982,752928,11532.0,149544.0,372,ELO,France,PwC & KPMG,Food Retailers & Distributors
1009,1148,658,204,649483,98616,3143.06,3023.03,23619,2991.5,5282,136,2.6203360523106447,344080,35530.0,64260.0,170,Air France-KLM,France,KPMG & PwC,Airlines
491,627,735,145,360134,53961,1848.73,203.12,12843,1687.8,1162,37,0.2417357097704683,167992,3071.0,9877.0,83,Barclays Bank,United Kingdom,KPMG,Commercial Banks
656,1033,649,157,402250,60570,1793.58,-61.339999999999975,14312,1380.9,1844,54,1.0690755905495184,155848,17402.0,23254.0,77,Unilever,United Kingdom,KPMG,Household & Personal Products
422,434,451,115,239134,35896,1065.52,-704.1999999999999,8235,649.2,1152,36,0.1994012894524297,70840,7350.0,8540.0,35,RELX,United Kingdom,EY,Professional & Commercial Services
830,1028,939,301,535141,81223,1928.61,911.35,18372,1756.5,2200,52,2.5101735180799287,202400,34300.0,44200.0,100,Shell,United Kingdom,EY,Oil & Gas – Exploration & Production
1064,1028,605,89,488321,70822,3156.24,-584.26,19584,2452.1,1650,191,1.1701158664866416,273240,3780.0,21870.0,135,LAMDA Development,Greece,EY,Real Estate
342,498,303,41,201142,29892,1047.45,-141.20999999999998,7568,740.1,1238,21,5.290815766676703,89056,1188.0,3080.0,44,Arena Hospitality,Croatia,Deloitte,Hotels & Lodging
522,614,369,81,280207,42459,1455.33,-719.52,9318,854.0,1389,31,1.1133647150853176,103224,1581.0,4131.0,51,Hrvatski Telekom,Croatia,Deloitte,Telecommunication Services
687,656,440,112,325775,49067,1581.38,-1178.93,10897,860.8,1535,75,3.051930417588421,99176,3822.0,6174.0,49,Kingspan,Ireland,EY,Building Products & Furnishings
479,702,604,34,291546,45668,1810.47,-356.89000000000004,9991,1218.8,1371,59,8.921385748473318,143704,7029.0,11999.0,71,Glenveagh Properties,Ireland,KPMG,Home Builders
632,739,703,75,358040,54690,1544.44,694.97,12778,1334.7,1437,107,18.266805809064905,157872,3510.0,9516.0,78,AIB,Ireland,PwC,Commercial Banks
632,739,703,75,358040,54690,1544.44,694.97,12778,1334.7,1437,107,18.266805809064905,157872,3510.0,9516.0,78,ALLIED IRISH BANKS PLC,Ireland,PwC,Commercial Banks
1523,1368,1417,501,1141915,193936,8433.57,-6825.81,37479,4559.2,7856,1242,0.5275442555926795,477664,33276.0,88736.0,236,Intesa Sanpaolo,Italy,EY,Commercial Banks
880,1321,829,265,672774,101161,3331.05,-139.08999999999992,25579,2939.0,3436,67,0.6494906217642967,283360,19320.0,38780.0,140,Eni,Italy,PwC,Oil & Gas – Exploration & Production
716,628,399,65,479148,75399,3447.09,603.09,18193,3220.6,3480,155,0.8035843992133627,323840,12480.0,37920.0,160,Edison,Italy,KPMG,Electric Utilities & Power Generators
680,465,381,121,332177,51945,2358.77,1073.28,13609,2133.9,1791,212,3.1699380699401107,226688,9408.0,21840.0,112,Leonardo,Italy,EY,Aerospace & Defence
770,587,553,144,344846,50220,3018.87,-355.58,14608,2264.7,2422,115,10.5461263878909,244904,11132.0,25652.0,121,Amplifon,Italy,KPMG,Health Care Distributors
1615,1545,1094,324,845568,126839,6215.17,3075.04,34221,5001.9,4929,82,12.363435404998118,607200,8100.0,97800.0,300,Prysmian,Italy,EY,Electrical & Electronic Equipment
2260,1165,1237,495,1009375,164705,6505.21,-5783.46,33796,3324.1,8227,214,0.3349734424547363,376464,25482.0,59892.0,186,UniCredit,Italy,KPMG,Commercial Banks
443,660,561,126,350931,59487,2675.94,374.19000000000005,11388,1660.9,7161,25,7.61142276174571,214544,23532.0,34662.0,106,VP Bank,Liechtenstein,PwC,Asset Management & Custody Activities
800,947,514,103,437201,65486,2593.51,475.23,16255,2048.5,2563,52,2.133372602647561,242880,20280.0,34560.0,120,Ignitis,Lithuania,KPMG,Electric Utilities & Power Generators
541,721,527,56,318818,48240,2591.38,-1133.11,12396,1644.2,1305,54,6.854622261902358,186208,4876.0,13248.0,92,Telia Lithuania,Lithuania,PwC,Telecommunication Services
936,879,672,93,420347,61015,2620.24,-272.59000000000003,16583,2088.6,2826,83,0.0305030383377673,226688,5600.0,18032.0,112,Aroundtown,Luxembourg,KPMG,Real Estate
698,817,602,75,402381,60978,1329.42,588.1,14355,1354.3,1983,87,2.1374210843932437,137632,7072.0,11628.0,68,Allegro,Luxembourg,PwC,E-Commerce
481,680,504,83,319459,48219,2076.71,389.43,11989,1631.7,1890,78,7.0097691437007175,182160,8640.0,16650.0,90,InPost,Luxembourg,PwC,Air Freight & Logistics
489,547,286,118,293385,43790,1165.4,934.18,10907,1260.6,2013,31,3.817195622382096,137632,4080.0,8636.0,68,Zabka,Luxembourg,EY,Food Retailers & Distributors
916,851,547,76,489464,76167,2160.76,1872.08,17446,1991.3,1798,23,7.302929317590782,236808,5382.0,18954.0,117,KPN,Netherlands,EY,Telecommunication Services
800,908,812,180,451598,67082,2879.32,879.39,17251,2776.2,2001,364,56.01274771363348,299552,20424.0,42180.0,148,Heineken,Netherlands,Deloitte,Alcoholic Beverages
831,585,438,127,383477,56716,2759.04,-2043.09,14376,1374.7,2966,85,0.0032131162988943,172040,14025.0,21165.0,85,Philips,Netherlands,EY,Electric Utilities & Power Generators
486,1137,460,154,377648,56720,2571.35,1803.05,14236,2543.7,1575,108,1.6441063699955023,285384,8883.0,28623.0,141,STMicroelectronics,Netherlands,EY,Semiconductors
692,918,848,232,457069,68888,1811.06,1855.34,16767,2023.1,2958,45,0.5564723549217664,220616,14170.0,25942.0,109,Airbus,France,EY,Aerospace & Defence
403,568,351,86,253494,38190,1805.64,-1432.35,9121,998.6,916,124,1.4183185247086387,113344,4368.0,7448.0,56,Acomo,Netherlands,EY,Processed Foods
403,568,351,86,253494,38190,1805.64,-1432.35,9121,998.6,916,124,1.4183185247086387,113344,4368.0,7448.0,56,AMSTERDAM COMMODITIES,Netherlands,EY,Processed Foods
573,307,213,60,164028,24085,614.84,576.7,6680,658.6999999999999,953,71,2.005720716928255,74888,2072.0,3404.0,37,ASM International,Netherlands,KPMG,Semiconductors
736,885,769,67,413859,62848,1627.83,32.75999999999999,13694,1247.4,2798,116,9.53048855320218,141680,4200.0,9030.0,70,BAM,Netherlands,EY,Engineering & Construction Services
450,498,323,96,251772,38920,1649.76,1373.23,9536,1376.1,4563,50,2.6965737245200363,170016,6720.0,13692.0,84,SBM Offshore,Netherlands,Deloitte,Oil & Gas – Exploration & Production
548,475,188,114,216661,32595,1137.96,635.35,8404,1118.3,1875,45,0.5160515534619055,121440,5400.0,8940.0,60,Randstad,Netherlands,Deloitte,Professional & Commercial Services
440,357,286,121,244393,36606,1168.26,740.08,8909,1133.4,1507,44,2.822888393236476,129536,5760.0,9792.0,64,Wolters Kluwer,Netherlands,Deloitte,Professional & Commercial Services
584,788,466,63,311401,46800,1518.03,570.74,11644,1319.9,2019,136,2.0135306258268457,151800,6225.0,11775.0,75,TKH,Netherlands,EY,Software & IT Services
434,505,391,59,243370,36935,1429.58,-129.49000000000007,8691,1031.1,1727,61,0.0,119416,3599.0,7021.0,59,AMG Critical Materials,Netherlands,KPMG,Chemicals
572,530,433,147,317816,47309,2418.43,-268.4799999999999,12662,1632.6,957,72,3.36655672472297,222640,6710.0,18700.0,110,Arcadis,Netherlands,PwC,Engineering & Construction Services
1275,1433,574,136,562726,82268,2543.6,995.08,22087,2257.9,2004,73,0.0272566944293451,261096,30315.0,46827.0,129,PostNL,Netherlands,KPMG,Air Freight & Logistics
1629,894,768,182,608504,99073,4546.43,-1566.7099999999998,21408,2835.5,2539,453,78.57831174094626,331936,27224.0,53956.0,164,ASML Holding,Netherlands,KPMG,Semiconductors
726,1064,900,178,500362,76421,1965.28,2339.83,17547,2187.4,2296,78,1.8032083346663268,248952,14760.0,29766.0,123,NN,Netherlands,KPMG,Insurance
608,711,594,138,395115,58758,3191.17,-2948.07,14122,1772.9,2317,45,1.1562063367572346,196328,12998.0,22310.0,97,IMCD,Netherlands,Deloitte,Chemicals
367,603,363,88,219576,31774,1515.65,122.54000000000002,9167,1241.6,944,53,73.20779208873805,141680,21350.0,26180.0,70,Argenx,Netherlands,Deloitte,Biotechnology & Pharmaceuticals
849,853,1295,158,552850,87785,4456.53,-1447.65,19519,2636.0,5874,149,2.618627249185145,297528,31605.0,53067.0,147,ABN Amro,Netherlands,EY,Commercial Banks
841,679,525,75,429048,65013,2836.32,277.0899999999999,16905,2378.0,1798,208,2.1118112571796392,248952,20664.0,35670.0,123,Ferrari,Italy,Deloitte,Automobiles
750,1125,716,171,529551,85034,1996.45,2881.53,18167,2074.0,2700,65,31.418371280183443,250976,10416.0,25668.0,124,Royal Ahold Delhaize,Netherlands,KPMG,Food Retailers & Distributors
404,638,603,178,266105,40626,1115.26,816.28,10258,1001.8,1344,55,2.549069303358067,123464,5612.0,9272.0,61,ING,Netherlands,KPMG,Commercial Banks
862,666,558,87,382903,57321,2001.44,-292.32999999999987,14027,1579.1,2425,48,2.1005505560644773,170016,2856.0,9828.0,84,Signify,Netherlands,EY,Electrical & Electronic Equipment
1095,1282,836,176,574910,85681,1679.45,3267.07,19670,1991.7,3117,166,1.0076813234203406,259072,16896.0,33152.0,128,ASR Nederland,Netherlands,KPMG,Insurance
324,287,205,52,188568,28094,1589.39,972.67,7627,1211.1,1036,75,22.132358155585703,167992,3735.0,10541.0,83,Redcare Pharmacy,Netherlands,Forvis Mazars,Drug Retailers
451,442,472,62,195642,29165,1534.96,-709.25,8150,868.4,565,27,1.8779628448065917,109296,4266.0,7128.0,54,NIBC Bank,Netherlands,EY,Commercial Banks
321,531,251,35,187318,28845,990.54,-414.1,6303,555.5,891,17,4.7451176908474775,68816,646.0,1768.0,34,Alfen,Netherlands,PwC,Electrical & Electronic Equipment
759,547,446,156,340560,53969,2403.86,-398.8800000000001,11995,1615.7,1659,55,10.73931657938792,192280,9025.0,17955.0,95,Adyen,Netherlands,PwC,E-Commerce
301,216,211,27,142806,21648,775.61,262.47,5384,678.0,920,40,1.2938267955795566,78936,2418.0,3900.0,39,TomTom,Netherlands,PwC,Internet Media & Services
1079,1213,708,188,587669,89394,4545.76,2443.73,24089,3735.4,3606,162,3.185323089602239,435160,27735.0,73745.0,215,Cementir Holding,Netherlands,PwC,Construction Materials
380,250,209,41,147706,22271,623.36,443.75,5755,661.3,598,40,2.707463924167581,70840,2310.0,3500.0,35,Cabka,Netherlands,BDO,Containers & Packaging
682,927,634,173,369402,53517,2754.67,-976.81,15611,2001.6,1580,76,1.606820434640523,214544,17914.0,29044.0,106,Stellantis,Netherlands,Deloitte,Automobiles
419,410,272,105,205968,30259,2031.46,-1616.18,8544,1070.4,1141,39,5.586294558906345,127512,2583.0,6489.0,63,Fugro,Netherlands,EY,Oil & Gas – Services
271,277,253,68,155088,22903,1377.27,-666.58,6123,1011.6,877,4,0.0,101200,5150.0,7600.0,50,Universal Music Group,Netherlands,EY,Media & Entertainment
1096,1239,636,272,570377,85480,2312.1,1963.64,22540,2336.2,2765,67,2.2370782083599123,259072,1280.0,17536.0,128,Iveco,Netherlands,Deloitte,Automobiles
1505,1415,1100,397,662697,97894,2987.68,1003.58,25653,2529.0,5534,281,1.55369900162734,295504,6132.0,27302.0,146,Ferrovial,Spain,EY,Engineering & Construction Services
1019,818,815,92,555096,85342,4278.39,-2409.99,19056,2476.8,8301,150,4.400466202077316,277288,7809.0,26441.0,137,Storebrand,Norway,PwC,Insurance
500,906,603,169,359004,53404,1098.11,1734.81,13190,1217.6,2595,86,8.217648241353984,147752,5183.0,10439.0,73,Norsk Hydro,Norway,KPMG,Metals & Mining
534,937,526,125,316752,47933,2197.5,-428.93,12174,1395.3,1486,125,8.31859550187673,170016,5796.0,12768.0,84,Telenor,Norway,EY,Telecommunication Services
877,1253,758,148,471994,70099,2259.01,114.95000000000002,17319,1810.8,1625,98,7.829340389442178,208472,8446.0,18952.0,103,Equinor,Norway,EY,Oil & Gas – Exploration & Production
760,930,914,132,799874,180946,5123.12,-2453.4,18547,2546.4,16006,195,0.0,297528,9114.0,30576.0,147,DNB Bank,Norway,EY,Commercial Banks
586,852,638,81,324179,51022,1820.73,2738.08,11671,1802.8,2054,44,9.269685813923283,226688,5264.0,17696.0,112,Gjensidige Forsikring,Norway,Deloitte,Insurance
388,538,345,50,215223,31917,587.74,388.18,7406,571.4,1839,43,3.795467370483454,70840,595.0,1785.0,35,Multiconsult,Norway,Deloitte,Engineering & Construction Services
782,610,475,64,357967,53302,2443.25,-881.67,14130,1518.0,1640,78,2.897878572033912,180136,5963.0,13795.0,89,Benefit Systems,Poland,KPMG,Professional & Commercial Services
1125,1397,984,162,849272,160995,6360.2,-1080.67,26340,3828.6,11811,169,2.631852943967635,410872,23751.0,64757.0,203,MBANK,Poland,KPMG,Commercial Banks
857,941,940,174,620720,104538,2902.77,3121.79,19442,2589.1,20972,311,2.623748561659108,303600,26550.0,48900.0,150,ING BANK ŚLĄSKI,Poland,Forvis Mazars,Commercial Banks
686,1040,796,137,557921,104878,3799.42,-904.83,16744,2364.8,13553,213,1.3184450980446418,259072,23680.0,39936.0,128,Santander Bank Polska,Poland,PwC,Commercial Banks
437,797,503,92,346789,53455,2341.99,1467.69,13675,2345.4,1835,67,1.4046642657746793,238832,42126.0,55932.0,118,Cyfrowy Polsat,Poland,EY,Telecommunication Services
287,501,318,36,269859,40723,1058.7,1119.63,9223,1099.7,1096,373,2.1313799095969945,115368,2565.0,5757.0,57,Dino Polska,Poland,KPMG,Food Retailers & Distributors
523,938,675,72,483500,74419,1951.75,1058.53,15160,2004.2,3687,473,1.8757293499211447,208472,11536.0,22042.0,103,ENEA,Poland,PwC,Electric Utilities & Power Generators
429,669,353,57,298603,44840,2258.83,2803.57,11860,2163.8,2102,95,33.636427131091914,257048,8509.0,24511.0,127,Eurocash,Poland,Grant Thornton,Food Retailers & Distributors
681,715,303,65,289927,42303,1590.67,1355.27,11951,1626.2,825,10,2.343829680011969,178112,7128.0,14784.0,88,Grupa Pracuj,Poland,EY,Professional & Commercial Services
426,561,410,80,367388,57566,1602.43,2746.92,14058,1717.2,2620,56,8.632807512185462,206448,5916.0,16218.0,102,LPP,Poland,Grant Thornton,"Apparel, Accessories & Footwear"
896,599,528,129,515552,82133,4646.71,-42.85999999999999,16642,3674.3,20320,921,1.2362873829816934,352176,21750.0,51852.0,174,Bank Polska Kasa Opieki,Poland,PwC,Commercial Banks
424,486,326,59,232348,35583,1707.4,1080.47,8728,1455.2,1325,72,2.972779853314675,176088,7830.0,15312.0,87,Wirtualna Polska Holding,Poland,PwC,Internet Media & Services
2285,2457,1983,402,1094829,162465,6279.44,-159.87,42354,5534.1,4692,667,2.7976457412643687,564696,23436.0,100998.0,279,EDP - Energias de Portugal,Portugal,PwC,Electric Utilities & Power Generators
1277,955,634,110,525028,75269,3652.3,758.53,22415,3665.1,4258,528,9.963593255642351,378488,8976.0,43758.0,187,Sonae,Portugal,PwC,Food Retailers & Distributors
1159,828,590,168,540559,77584,4667.15,2414.2,23763,4317.6,5480,56,30.728456952662587,483736,13623.0,70505.0,239,NOS,Portugal,KPMG,Telecommunication Services
780,768,766,154,530955,82022,1655.79,2609.75,17322,1972.5,7549,123,0.801600894403727,236808,8775.0,22347.0,117,SEB,Sweden,EY,Commercial Banks
1132,1099,946,176,659462,102148,3374.54,784.89,19727,2836.6,10733,192,0.0,311696,11550.0,35112.0,154,Swedbank,Sweden,PwC,Commercial Banks
569,784,544,64,343742,51783,3029.12,-1584.06,13233,1769.7,2351,82,2.9683042092585312,202400,6500.0,16400.0,100,Telia Company,Sweden,KPMG,Telecommunication Services
518,852,661,79,390417,59566,1854.12,-993.37,12529,904.5,2456,72,7.583538949293446,121440,2580.0,6120.0,60,Axfood,Sweden,Deloitte,Food Retailers & Distributors
355,447,376,57,208205,33067,1452.2,-606.09,7467,836.8,1969,72,2.0103117998218902,101200,3100.0,5550.0,50,Assa Abloy,Sweden,EY,Electrical & Electronic Equipment
983,916,868,162,598140,94463,3093.57,-240.83,16734,2276.1,11779,91,3.327625833491665,242880,30720.0,45000.0,120,Svenska Handelsbanken,Sweden,Deloitte,Commercial Banks
967,995,955,198,726376,131404,11839.58,-18149.72,23944,3358.4,5184,173,1.2657591164579711,372416,56672.0,90344.0,184,Vseobecna Uverova Banka (VUB),Slovakia,EY,Commercial Banks
1275,1389,1040,259,756303,119835,6439.68,-902.32,25760,4736.2,13794,198,0.0,503976,13944.0,75696.0,249,Tatra banka,Slovakia,Deloitte,Commercial Banks
575,731,560,92,434581,67558,1426.58,1404.94,14231,1318.7,4357,118,4.356670651263691,159896,5846.0,12008.0,79,Vattenfall,Sweden,PwC,Electric Utilities & Power Generators
809,981,1372,99,516031,79507,2932.64,1672.66,18891,2492.0,2998,259,4.356305823373874,285384,1833.0,21573.0,141,Bank of Ireland,Ireland,KPMG,Commercial Banks
